Do Not Publish	Business Owner Name	Business Name	Street Number	Street Name	Suite Number	P.O. Box Number	PMB Number	City	State	 Zip 	 Home Based 	 Primary NAICS #	 NAICS Description 	 New Business? 	Business Start	Business Expiration	Ownership Type	# Employees	Council District	Business Community	BID	BID Description
N	LAM TRAN PHAM	LAM TRAN PHAM	6165	EL CAJON BLVD 	J			SAN DIEGO	CA	92115-3927	N	812116	INDEPENDANT CONTRACTOR - BOOTH RENT	N	4/21/2015	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	LAMOON THAI RESTAURANT LLC	LAMOON THAI EATERY	6366	EL CAJON BLVD 				SAN DIEGO	CA	92115-2643	N	72	ACCOMMODATION & FOOD SERVICES	N	7/1/2019	6/30/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	LANECERT EDUCATION GROUP LLC	LANECERT EDUCATION GROUP	6360	EL CAJON BLVD 	101			SAN DIEGO	CA	92115-2643	N	61171	OCCUPATIONAL SKILLS TRAINING FOR IT NETWORK ENGINEERING, CONSULTING, AND COMPUTER LAB RENTAL.	N	9/1/2020	8/31/2021	LLC	1	9	COLLEGE AREA                       	21	COLLEGE AREA
N	EMMA M FLINT	LASH & SKIN BY EMMA	6145	EL CAJON BLVD 	F			SAN DIEGO	CA	92115-3923	N	81211	EYELASH AND SKINCARE	N	6/20/2020	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	LAVISH TATTOO	LAVISH TATTOO	5733	EL CAJON BLVD 				SAN DIEGO	CA	92115-3738	N	8129	TATTOO SERVICES	N	1/1/2009	12/31/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TODD GORREMANS	LAVISH TATTOO	5735	EL CAJON BLVD 				SAN DIEGO	CA	92115-3738	N	812196	BODY ART/TATTOO	N	4/2/2019	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TODD GORREMANS	LAVISH TATTOO	6168	EL CAJON BLVD 				SAN DIEGO	CA	92115-3914	N	812196	TATTOO PARLORS.	N	1/1/2018	12/31/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	JONATHAN DAVID FRANK	LAW OFFICES OF JONATHAN DAVID FRANK	5875	EL CAJON BLVD 	103			SAN DIEGO	CA	92115-3769	N	54111	OFFICES OF LAWYERS	N	1/1/2012	12/31/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	LAZ PARKING CALIFORNIA LLC	LAZ PARKING CALIFORNIA LLC	5840	LINDO PASEO  				SAN DIEGO	CA	92115	N	81293	PARKING MANAGEMENT SERVICE	N	1/1/2017	12/31/2020	LLC	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	LAZ PARKING CALIFORNIA LLC	LAZ PARKING CALIFORNIA LLC	6801	EL CAJON BLVD 				SAN DIEGO	CA	92115-1725	N	81293	PARKING MANAGEMENT SERVICE	N	4/23/2018	4/30/2021	LLC	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	LAZ PARKING CALIFORNIA LLC	LAZ PARKING CALIFORNIA LLC	5500	CAMPANILE DR 				SAN DIEGO	CA	92115-1701	N	81293	PARKING MANAGEMENT SERVICE	N	1/1/2017	12/31/2020	LLC	10	9	COLLEGE AREA	21	COLLEGE AREA
Y	ELIZABETH LOU	LEARNMORE	5532	EL CAJON BLVD 	5			SAN DIEGO	CA	92115-3642	N	8135	VOCATIONAL TRAINING SCHOOL. JOB AND SKILLS TRAINING SCHOOL	N	1/1/2018	12/31/2020	NO/PRF	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	LEGACY SMOKE SHOP INC	LEGACY SMOKE SHOP	5807	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	44512	CONVENIENCE STORE.	N	4/1/2020	3/31/2021	CORP	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MARGARET MURNAN	LESSONS IN MOTION	6244	EL CAJON BLVD 	3			SAN DIEGO	CA	92115-3918	N	611699	611699  MISCELLANEOUS SCHOOLS AND INSTRUCTION	N	10/11/2015	10/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	LEVI CEITLIN & CHAYA S SHAGALOV	LEVI CEITLIN & CHAYA S SHAGALOV	6595	MONTEZUMA RD 	7			SAN DIEGO	CA	92115-2823	Y	4853	TAXI & LIMOUSINE SERVICE/ DRIVE FOR AMAZON	N	1/1/2016	12/31/2020	H-W	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	DANIEL TESEMA	LIDETA CAB	6470	EL CAJON BLVD 	115			SAN DIEGO	CA	92115-2660	Y	48531	TAXI DRIVER	N	3/1/2011	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	LIGHTNING FAST ELECTRIC INC	LIGHTNING FAST ELECTRIC INC	6161	EL CAJON BLVD 	B417			SAN DIEGO	CA	92115-3922	N	23531	ELECTRICAL SERVICE OF HOMES	N	1/1/2006	12/31/2020	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LIHONG ZHANG	LIHONG ZHANG	4535	COLLEGE AVE 				SAN DIEGO	CA	92115-4010	N	812198	MASSAGE THERAPIST	N	2/22/2017	2/28/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ARMANDO & SON UPHOLSTERY, INC	LINDY'S AUTO UPHOLSTERY	7267	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	81119	OTHER AUTOMOTIVE R&M	N	10/8/1985	9/30/2021	CORP	3	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	AMF FOODS INC	LITTLE CAESARS PIZZA	6074	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-3846	N	722211	PIZZA CARRYOUT	N	11/18/2019	11/30/2020	CORP	9	9	COLLEGE AREA	21	COLLEGE AREA
N	LJ FOOTCARE LLC	LJ FOOTCARE LLC	4622	COLLEGE AVE 	B			SAN DIEGO	CA	92115-3903	N	812198	BODY MASSAGE	N	3/4/2019	3/31/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	LJ FOOTCARE LLC	LJ FOOTCARE LLC	4903	70TH ST 				SAN DIEGO	CA	92115-1802	N	812194	PERFORMING FOOT MASSAGES	N	4/1/2014	3/31/2021	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LJ FOOTCARE LLC	LJ FOOTCARE SPA	7151	EL CAJON BLVD 	K			SAN DIEGO	CA	92115-1819	N	812198	FULL BODY MASSAGE	N	11/5/2018	11/30/2020	LLC	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	BLVD DIGITAL INVESTMENTS LLC	LOCAL VITAL	6866	EL CAJON BLVD 				SAN DIEGO	CA	92115-1724	N	5418	MARKETING / ADVERTISING	N	9/3/2014	9/30/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	LOLITA'S RESTAURANTS INC	LOLITA'S MEXICAN FOOD	5120	COLLEGE AVE 	125			SAN DIEGO	CA	92115-2445	N	722211	MEXICAN FAST-CASUAL LIMITED SERVICE RESTAURANT	N	8/30/2019	8/31/2021	SCORP	34	9	COLLEGE AREA	21	COLLEGE AREA
N	OVED VAZQUEZ OJEDA & ALVARO VAZQUEZ VALDEZ	LOS REYES TIRE SHOP #6	7267	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-1835	N	44132	SELL USED AND NEW TIRES	N	4/6/2017	4/30/2021	PARTNR	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	LUCILLE A KNOWLES	LUCILLE A KNOWLES	6025	ADAMS AVE 	6025			SAN DIEGO	CA	92115-3806	Y	54143	GRAPHIC ART AND DESIGN SERVICE	N	1/1/2019	12/31/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	STANLEY PENN	LUCKY LADY CARD ROOM	5526	EL CAJON BLVD 				SAN DIEGO	CA	92115-3623	N	71399	ALL OTHER AMUSEMENT & RECREATION INDUSTRIES	N	6/13/1983	9/30/2021	SOLE	76	9	COLLEGE AREA	21	COLLEGE AREA
N	LUIS E CALIXTO DDS INC	LUIS E CALIXTO DDS INC	6368	EL CAJON BLVD 				SAN DIEGO	CA	92115-2643	N	62121	OFFICES OF DENTISTS	N	8/1/2001	7/31/2021	CORP	7	9	COLLEGE AREA	21	COLLEGE AREA
N	LUNA VIDEO GAMES INC	LUNA VIDEO GAMES INC	6954	EL CAJON BLVD 				SAN DIEGO	CA	92115-1738	N	45112	VIDEO GAME SALES.	N	11/7/2007	6/30/2021	SCORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	LY LE HOA	LY LE HOA	6165	EL CAJON BLVD 	J			SAN DIEGO	CA	92115-3927	N	812116	SELF CONTRACTOR MANICURIST	N	7/1/2009	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LYNN L OWENS CHIROPRACTIC PROFESSIONAL CORP	LYNN L OWENS CHIROPRACTIC PROFESSIONAL CORP	4529	COLLEGE AVE 				SAN DIEGO	CA	92115-4010	N	62131	OFFICES OF CHIROPRACTORS	N	12/6/1994	12/31/2020	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	M & M AUTO WAREHOUSE	M & M AUTO WAREHOUSE	4982	70TH ST 				SAN DIEGO	CA	92115-1803	N	44112	RETAILING CARS	N	12/1/2004	11/30/2020	SCORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	REGINALD E WILLIAMS JR & SENA D WILLIAMS	M L LEGACY CENTER	7220	EL CAJON BLVD 				SAN DIEGO	CA	92115-1829	N	56199	VENUE WHERE PEOPLE CAN RENT OUT FOR PRIVATE EVENTS, MARKETPLACE THAT HOUSES OTHER SERVICES	N	10/1/2018	9/30/2021	H-W	0	9	COLLEGE AREA	21	COLLEGE AREA
N	MIKE DAWOOD	M&T AUTO SALES	7176	EL CAJON BLVD 				SAN DIEGO	CA	92115-1827	N	8111	SMOG TEST & REPAIR STATION	N	9/15/2017	9/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	MAHAMOUD NAJJI FARAH	MAHAMOUD NAJJI FARAH	6161	EL CAJON BLVD 	134			SAN DIEGO	CA	92115-3922	Y	48531	DRIVING A TAXI IN THE CITY OF SAN DIEGO. PROVIDING TRANSPORTATION TO THE PUBLIC.	N	7/14/2010	7/31/2012	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	MAJESTY IN MOTION DANCE COMPANY INC	MAJESTY IN MOTION DANCE COMPANY INC	6380	EL CAJON BLVD 				SAN DIEGO	CA	92115-2643	N	611625	DANCE COMPANY DANCE STUDIO	N	1/17/2017	1/31/2021	SCORP	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	MALIK MUHAMMAD	MALIK MUHAMMAD	6304	EL CAJON BLVD 				SAN DIEGO	CA	92115-2641	N	62134	THERAPY	N	4/1/2019	3/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	JOHN C HANSEN, JEROME D KOLODGE, JAVIER BARAJAS	MANGEMENT SPECIALTIES	6512	EL CAJON BLVD 	C			SAN DIEGO	CA	92115-2703	N	541615	CONSTRUCTION CONSULTING.	N	9/1/2010	8/31/2021	PARTNR	20	9	COLLEGE AREA	21	COLLEGE AREA
N	MARICELA MURILLO DDS INC	MARICELA MURILLO DDS INC	4990	70TH ST 				SAN DIEGO	CA	92115-1803	N	62121	DENTAL OFFICE 	N	4/2/2012	4/30/2021	CORP	6	9	COLLEGE AREA	21	COLLEGE AREA
N	WING MARIE	MARIE WING	6911	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	812115	BEAUTY SALONS -BOOTH RENTAL ONLY.	N	3/5/1986	2/28/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MARIEME S MBAYE	MARIEME S MBAYE	5521	EL CAJON BLVD 				SAN DIEGO	CA	92115-3624	N	812112	HAIR SERVICES	N	7/1/2016	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	RANJIT SINGH	MASALA COTTAGE	6729	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	N	722211	SELLING INDIAN FOOD TAKE OUT DINER (TO GO RESTAURANT)	N	8/7/2019	8/31/2021	SOLE	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	RANJIT SINGH	MASALA COTTAGE	6729	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	Y	72232	FAST FOOD INDIAN RESTAURANT	N	4/9/2020	4/30/2021	SOLE	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JUNHONG LIU & MINGLIANG DENG	MASSAGE A SPA	4535	COLLEGE AVE 				SAN DIEGO	CA	92115-4010	N	812193	MASSAGE THERAPY.	N	5/1/2016	4/30/2021	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	IRAJ ABDY	MAX AUTO SALES	5811	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	44112	USED CAR SALES	N	1/10/2019	1/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SUTHERLAND ROBERT R	MCDONALDS	5824	MONTEZUMA RD 				SAN DIEGO	CA	92115	N	7221	FULL-SERVICE RESTAURANTS	N	4/3/1981	3/31/2021	SOLE	22	9	COLLEGE AREA	21	COLLEGE AREA
Y	MEGA64 INC	MEGA64 INC	6875	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-1725	N	54192	VIDEO PRODUCTION (FILMING AND EDITING) FULFILLING ONLINE ORDERS FOR VIDEO-RELATED MERCHANDISE	N	7/1/2011	6/30/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MANUEL A MEJIA	MEJIA'S TAX GROUP	4901	70TH ST 				SAN DIEGO	CA	92115-1802	N	541213	TAX PREPARATION	N	1/1/2019	12/31/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	FELSIMINA VANTA & KANDISE D THOMPSON	MELANIN MADE	6771	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	N	453	SELLING HANDCRAFTED ITEMS FROM LOCAL DESIGNERS	N	9/25/2020	9/30/2021	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	BARONGAN MARK G	MGB & ASSOCIATES	6161	EL CAJON BLVD 	B		PMB 406	SAN DIEGO	CA	92115-3987	N	621399	OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS	N	6/4/1999	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	MILO'S PIZZA & SUBS INC	MILO'S PIZZA & SUBS INC	6686	EL CAJON BLVD 	D			SAN DIEGO	CA	92115	N	7221	FULL-SERVICE RESTAURANTS	N	9/1/1996	8/31/2021	CORP	0	9	COLLEGE AREA                       	21	COLLEGE AREA
N	MIN LIU	MIN LIU	4535	COLLEGE AVE 				SAN DIEGO	CA	92115-4010	N	812198	MASSAGE THERAPIST, FOOT AND BODY MASSAGE	N	3/1/2017	2/28/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	AHMED MALIINOMAR	MIRAGE HOOKAH LOUNGE OR  BLUE NILE HOOKAH  LOUNGE	7200	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-1829	N	453991	SELLING HOOKAH & BEVERGES, TOBACCO PRODUCTS.	N	6/1/2015	3/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	MIRCH MASALA 2 GO LLC	MIRCH MASALA 2 GO	6165	EL CAJON BLVD 	1E			SAN DIEGO	CA	92115-3927	N	722	INDIAN FOOD, SERVED IN FAST PAST	N	1/1/2016	12/31/2020	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	WENONAH & JERRAME WILCOX	MODERN DAY ACUPUNCTURE	7151	EL CAJON BLVD 	L			SAN DIEGO	CA	92115-1819	N	6213	ACUPUNCTURE SERVICES.	N	1/19/2018	1/31/2021	H-W	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MOMENTA DESIGN G INC	MOMENTA DESIGN G INC	6161	EL CAJON BLVD 	B-405			SAN DIEGO	CA	92115-3922	N	54133	CIVIL ENGINEERING	N	3/26/2018	3/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	MONEYTREE INC	MONEYTREE CHECK CASHING	6979	EL CAJON BLVD 				SAN DIEGO	CA	92115-1739	N	52229	OTHER NONDEPOSITORY CREDIT INTERMEDIATION	N	6/9/1998	6/30/2021	CORP	12	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MOUNTAIN PERSPECTIVES LLC	MOUNTAIN PERSPECTIVES GUIDING COMPANY	4640	COLLEGE AVE 				SAN DIEGO	CA	92115-3903	N	8129	ROCK CLIMBING SERVICES	N	8/10/2018	8/31/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	BERNARD & LUANN GALLANT	MUSIC RENTAL COMPANY	5960	EL CAJON BLVD 				SAN DIEGO	CA	92115-3828	N	45122	PRERECORDED TAPE, CD & RECORD STORES	N	9/1/1978	7/31/2021	H-W	4	9	COLLEGE AREA	21	COLLEGE AREA
N	NAM HO 	MY THANH SEWING MACHINES REPAIR & RENTAL	5639	EL CAJON BLVD 				SAN DIEGO	CA	92115-3736	N	811	REPAIR SEWING MACHINES AND RENTAL 	N	9/15/2002	9/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	NAIL EXPRESSIONS, INC.	NAIL EXPRESSIONS INC	6686	EL CAJON BLVD 	C			SAN DIEGO	CA	92115-2800	N	812112	BEAUTY SALONS	N	2/15/2001	2/28/2021	SCORP	3	9	COLLEGE AREA	21	COLLEGE AREA
N	HOANG LAI	NAIL'S PARADISE AND SPA	7032	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	812113	NAIL SERVICES	N	2/27/2017	2/28/2021	SOLE	3	9	COLLEGE AREA	21	COLLEGE AREA
Y	SHAKIRA WILLIAMSON	NAILS BY KI NICOLE	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812116	NAILS	N	10/14/2019	10/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	LO NARY A	NARY LO	6775	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	N	812115	BEAUTY SALONS - BOOTH RENTAL	N	8/30/1993	8/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	YAKELIN FIGUEROA ZAMORA	NATIONAL FINANCE	5486	EL CAJON BLVD 				SAN DIEGO	CA	92115-3622	N	42111	WHOLESALE USED CARS	N	6/10/2013	6/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	NGA HUYNH	NGA HUYNH 	5843	EL CAJON BLVD 	6			SAN DIEGO	CA	92115-3773	Y	541219	OTHER ACCOUNTING SERVICES	N	11/1/2017	10/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	ABEBE M YIMAM	NIGHT RIDER CAB/MAKEBA CAB	6470	EL CAJON BLVD 	213			SAN DIEGO	CA	92115-2663	Y	48531	TAXI DRIVER	N	5/23/2008	5/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	NILE SISTERS DEVELOPMENT INITIATIVE	NILE SISTERS DEVELOPMENT INITIATIVE	5532	EL CAJON BLVD 	5			SAN DIEGO	CA	92115-3642	N	8134	HELP REFUGEE AND IMMIGRANT WOMEN AND THEIR FAMILIES ADJUST TO LIFE IN SAN DIEGO PROVIDE MATERIAL ASSISTANCE AND ORIENTATION SERVICES TO NEW IMMIGRANT WOMEN 	N	5/1/2002	4/30/2021	NO/PRF	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	ERNEST U JOHNSON	OLD SCHOOL BOXING CENTER	5975	EL CAJON BLVD 				SAN DIEGO	CA	92115-3827	N	611699	MARITAL ARTS STUDIO	N	5/1/2008	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	OMAR CELESTINO	OMAR CELESTINO 	6353	EL CAJON BLVD 	128			SAN DIEGO	CA	92115-2655	Y	812111	BARBER SHOPS	N	8/1/2016	7/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ONEMAIN FINANCIAL GROUP LLC	ONEMAIN FINANCIAL GROUP LLC	6165	EL CAJON BLVD 	L			SAN DIEGO	CA	92115-3927	N	522291	CONSUMER LENDING	N	11/4/2018	11/30/2020	LLC	3	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	WILLIAM T HOUSTON	ORCA DATACOM	6161	EL CAJON BLVD 	B435			SAN DIEGO	CA	92115-3922	Y	5415	AUDIO, VIDEO & COMPUTER RELATED SERVICES, MISC COMPUTER RELATED SERVICES	Y	10/1/2020	9/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	OROFACIAL THERAPEUTICS LP	OROFACIAL THERAPEUTICS LP	6824	EL CAJON BLVD 				SAN DIEGO	CA	92115-1724	N	42145	DISTRIBUTION AND SELL DIRECT TO DENTIST AN ORAL APPLIANCE.	N	1/1/2017	12/31/2020	LP	3	9	COLLEGE AREA	21	COLLEGE AREA
Y	JD PARK INC	OSHI S KITCHEN	5838	MONTEZUMA RD 				SAN DIEGO	CA	92115-2340	N	722	RESTAURANT FOOD SERVICES.	N	10/1/2013	9/30/2021	CORP	1	9	COLLEGE AREA	21	COLLEGE AREA
N	PROGRESS CONST CO INC	P C WATER CO	6161	EL CAJON BLVD 	528			SAN DIEGO	CA	92115-3922	N	56111	WATER BILLING CO FOR PARENT CO PROGRESS CONST CO INC/ PROGRESS MANAGEMENT CO	N	10/25/2004	10/31/2021	CORP	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SERRANO PABLO	PABLO'S SHOE REPAIR AND SHINE SERVICE	5120	MONTEZUMA PL 				SAN DIEGO	CA	92115-1337	N	81143	FOOTWEAR & LEATHER GOODS REPAIR	N	6/1/1994	1/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	PACIFIC BELL TELEPHONE COMPANY	PACIFIC BELL	4569	COLLEGE AVE 				SAN DIEGO	CA	92115-4011	N	513	BROADCASTING & TELECOMMUNICATIONS	N	7/1/1999	6/30/2021	CORP	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	QUANTRELL DEBRA	PACIFIC LAWNMOWER WORKS	5831	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	81149	OTHER PERSONAL & HOUSEHOLD GOODS R&M	N	10/1/1979	9/30/2021	PARTNR	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JOHNNY K BUI & THAO N DAO	PAINT NAIL LOUNGE	6921	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	812113	NAIL AND SPA	N	6/1/2018	5/31/2021	PARTNR	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	PANDA EXPRESS INC	PANDA EXPRESS  # 885	5500	CAMPANILE DR 	116			SAN DIEGO	CA	92115	N	72211	CHINESE FAST FOOD RESTAURANT. PREPARE, COOK, & SERVE AT BUSINESS LOCATION.	N	8/1/2003	7/31/2021	CORP	12	9	COLLEGE AREA	21	COLLEGE AREA
N	PJ CLEVELAND LLC	PAPA JOHNS PIZZA #1338	6925	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	722211	QUICK SERVICE PIZZA STORE - DELIVERY & TAKEOUT	N	8/1/2015	7/31/2021	LLC	7	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	MARC R BENNETT	PAPPY'S BARBER SHOP	6528	EL CAJON BLVD 	2			SAN DIEGO	CA	92115-2704	N	812111	BARBER SHOP - HAIRCUTS	N	7/1/2015	6/30/2021	SOLE	4	9	COLLEGE AREA	21	COLLEGE AREA
Y	PAPPY'S BARBER SHOPS INC	PAPPY'S BARBER SHOPS INC	6545	EL CAJON BLVD 				SAN DIEGO	CA	92115-2705	N	812111	BARBER SHOP	Y	8/1/2020	7/31/2021	SCORP	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ALAIN V MORTERA	PARTY HARDY STORE	6663	EL CAJON BLVD 	H			SAN DIEGO	CA	92115-2850	N	453	THE STORE PROVIDES PARTY SUPPLIES	N	1/3/2019	1/31/2021	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	NALLELY ROMERO	PATIO POBLANO	7287	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	722211	RESTAURANT, TACO SHOP	N	9/1/2020	8/31/2021	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	PATRYCJA STEWART DENTAL CORP	PATRYCJA STEWART DENTAL CORP	6244	EL CAJON BLVD 	6			SAN DIEGO	CA	92115-3918	N	62121	DENTAL OFFICE	N	6/3/2019	6/30/2021	CORP	4	9	COLLEGE AREA	21	COLLEGE AREA
Y	MEHMET IMA	PAVON JEWELRY	6345	EL CAJON BLVD 	1305			SAN DIEGO	CA	92115-5571	Y	454112	THIS IS GOING TO BE AN ONLINE STORE WHERE I WILL SELL SOME HANDCRAFTED PRODUCTS SUCH AS NECKLACES AND EARRINGS ETC.	N	1/31/2020	1/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	PAWS & BOWS PET GROOMING	PAWS AND BOWS	5544	EL CAJON BLVD 				SAN DIEGO	CA	92115-3623	N	81291	PET GROOMING SERVICES	N	2/10/2016	2/28/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	MOEIN HADI	PAYKAN AUTO SALE INC	5486	EL CAJON BLVD 				SAN DIEGO	CA	92115-3622	N	44112	USED CAR DEALERS	N	3/6/1991	3/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	NK5101 INC	PAYLESS SMOKE SHOP	6663	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-2849	N	453991	SMOKE SHOP SELLING TOBACCO PRODUCTS.	N	10/16/2015	10/31/2021	SCORP	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	PAYLESS WIRELESS	PAYLESS WIRELESS	6074	EL CAJON BLVD 	C			SAN DIEGO	CA	92115-3846	N	811212	COMPUTER & OFFICE MACHINE R&M	N	1/1/2019	12/31/2020	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	PEDAL PUSH INC	PEDAL PUSHING BICYCLE SHOP	6969	EL CAJON BLVD 				SAN DIEGO	CA	92115-1739	N	54	PROFESSION,SCIENTIFC & TECHNICAL SERVICES	N	12/10/1982	3/31/2021	CORP	3	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ZAMORAS INDUSTRIES INC	PENELOPES MEXICAN FOOD	7102	EL CAJON BLVD 				SAN DIEGO	CA	92115-1827	N	722211	FAST FOOD RESTAURANT	N	2/1/2019	1/31/2021	CORP	3	9	COLLEGE AREA	21	COLLEGE AREA
N	PEP BOYS INC THE	PEP BOYS MANNY MOE & JACK THE	6714	EL CAJON BLVD 				SAN DIEGO	CA	92115-1620	N	4539	OTHER MISCELLANEOUS STORE RETAILERS	N	7/1/1974	6/30/2021	CORP	21	9	COLLEGE AREA	21	COLLEGE AREA
N	ALEX MASSIR	PESTO ITALIAN CRAFT KITCHEN	6011	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-3841	N	7222	ITALIAN RESTAURANT	N	4/1/2017	3/31/2021	SOLE	13	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
